data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
370481,434,LBY412,412,2011-04-23,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"An Nuqat al Khams","An Nuqat al Khams",,Zuwarah,32.9312,12.082,2,"BBC Monitoring Newsfile",National,"NATO launches several strikes on several northwest cities.",0,1517243930
370482,434,LBY401,401,2011-04-22,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"NATO launches airstrikes on Misratah.",0,1517243930
370483,434,LBY396,396,2011-04-21,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Civilians (International)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"A Ukrainian national is killed and another wounded due to fighting. Ten Libyan civilians killed by motor bombs.",11,1517243930
370484,434,LBY397,397,2011-04-21,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Wazin,31.9405,10.6618,1,"Dow Jones Chinese Financial Wire",International,"Rebel forces overrun Gaddafi forces at a border town after the three day battle, causing government forces to flee across the border into Tunisia. Despite fleeing they Gaddafi forces reentered Libya the following day.",0,1517243930
370485,434,LBY398,398,2011-04-21,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Motor bombs kill three rebels overnight.",3,1517243930
370486,434,LBY399,399,2011-04-21,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Newsfile",National,"NATO forces bomb locations in Gaddafi-held Tripoli. State television reports eight civilians killed, 18 others wounded.",8,1517243930
370487,434,LBY400,400,2011-04-21,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"BBC Monitoring Newsfile",National,"A NATO bombing kills nine civilians, according to Libyan government sources.",9,1517243930
370488,434,LBY392,392,2011-04-20,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Al Jazeera English",International,"At least five civilians have been killed in a day of fierce clashes between pro-government troops and rebel forces in the western city of Misratah. Most of the fighting occurred on Nakl el-Thequeel Road as well as Tripoli Street.",0,1517243930
370489,434,LBY393,393,2011-04-20,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)",,1,"Civilians (International)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Financial Times",International,"Two American photo journalists are killed and a British reported injured.",2,1517243930
370490,434,LBY394,394,2011-04-20,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Saskatoon Star Phoenix",International,"Nine civilians killed in fighting, bombings.",9,1517243930
370491,434,LBY395,395,2011-04-20,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Wazin,31.9405,10.6618,1,"Western Daily Press",International,"Gaddafi and rebel forces fight for control of a border town/crossing.",0,1517243930
370492,434,LBY390,390,2011-04-19,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"BBC Monitoring Newsfile",National,"NATO bombs Tripoli and Sirte. Causalities not reported.",0,1517243930
370493,434,LBY391,391,2011-04-19,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Newsfile",National,"NATO bombs Tripoli and Sirte. Causalities not reported.",0,1517243930
370494,434,LBY389,389,2011-04-18,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Jafara,"Al Jifarah",,"Al Aziziyah",32.5319,13.0175,1,"BBC Monitoring Newsfile",National,"NATO forces bomb a small city, according to Libyan military forces.",0,1517243930
370495,434,LBY386,386,2011-04-17,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"100 civilians were wounded when government forces attacked an aid station in Misratah.",0,1517243930
370496,434,LBY387,387,2011-04-17,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Canadian Press",International,"Seventeen are killed in hand-to-hand combat between forces in Masraths city centre when government troops laid siege to the city. Rebel forces gain ground.",17,1517243930
370497,434,LBY388,388,2011-04-17,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,ArabianBusiness.com,Other,"Gaddafi forces launch an attack on rebel forces on the southern outskirts of the city after outflanking rebels. One witness saw a dozen rockets fired.",0,1517243930
370498,434,LBY381,381,2011-04-16,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Nalut,Nalut,,Al-Hira,31.2608,10.9509,1,Reuters,International,"Portions of a rural desert location are targets of NATO strikes.",0,1517243930
370499,434,LBY382,382,2011-04-16,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Portions of Sirte are targets of NATO strikes.",0,1517243930
370500,434,LBY383,383,2011-04-16,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,Reuters,International,"Rebel forces push closer to Brega, and now are in control of a very small edge of the city.",0,1517243930
370501,434,LBY384,384,2011-04-16,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,Reuters,International,"Six rebels killed and 16 wounded when Gaddafi forces bomb a road east of Ajdabiya that leads into the city.",6,1517243930
370502,434,LBY385,385,2011-04-16,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Gaddafi forces shell Misratah with Grad rockets in the early morning hours, at least six killed, 47 wounded.",6,1517243930
370503,434,LBY376,376,2011-04-15,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Calgary Herald",International,"Eight rebel fighters killed by Gaddafi cluster bombs.",8,1517243930
370504,434,LBY377,377,2011-04-15,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"An Nuqat al Khams","An Nuqat al Khams",,"Al Assah",32.8284,11.6272,1,Reuters,International,"NATO strikes hit a town.",0,1517243930
370505,434,LBY378,378,2011-04-15,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Yafran,32.0633,12.5286,1,Reuters,International,"Forces loyal to Libyan leader Muammar Gaddafi killed seven rebel fighters and wounded 11 in attacks on the town of Yafran in western Libya.",7,1517243930
370506,434,LBY379,379,2011-04-15,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"NATO launched three new air strikes in and around Tripoli. They struck a missile battery and two other targets.",0,1517243930
370507,434,LBY380,380,2011-04-15,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Three civilians killed by Gaddafi cluster bombs.",3,1517243930
370508,434,LBY373,373,2011-04-14,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"Masratah comes under heavy bombing by Gaddafi forces, who fired dozens of Grad missiles and tank shells which killed at least 23 people and injured 50. Reports the civilian population was targeted. Three Egyptians were also killed in the blitz.",26,1517243930
370509,434,LBY374,374,2011-04-14,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Libyan Rebel Forces",,2,28,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"NATO airstrikes on Tripoli. Civilians causalities reported.",0,1517243930
370510,434,LBY375,375,2011-04-14,2011,1,Riots/Protests,"Protesters (Libya)",,6,,,0,60,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"People gather to protest, urging NATO to send more airstrikes against Gaddafi forces.",0,1517243930
370511,434,LBY372,372,2011-04-12,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Kiklah,32.0833,12.7,1,"BBC Monitoring Newsfile",National,"NATO forces launch an air attack on Gaddafi positions, leaving civilian ""women, men and children dead"", according to Libyan state television. No numbers given.",0,1517243930
370512,434,LBY370,370,2011-04-11,2011,2,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"Rebel forces forge guerrilla style attacks on government checkpoints throughout various locations in Tripoli.",0,1517243930
370513,434,LBY371,371,2011-04-11,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Gaddafi forces shell a residential area of Misratah known as Al Bira.",0,1517243930
370514,434,LBY368,368,2011-04-10,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"Agence France Presse",International,"A NATO airstrike destroys 11 Gaddafi tanks on the road to Ajdabiya.",0,1517243930
370515,434,LBY369,369,2011-04-10,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"A NATO airstrike destroys 14 Gaddafi tanks near Misratah.",0,1517243930
370516,434,LBY364,364,2011-04-09,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,3,"Agence France Presse",International,"Despite the instituted no-fly-zone, NATO jets intercept a Libyan MiG-23 and force it to land.",0,1517243930
370517,434,LBY365,365,2011-04-09,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,3,"Agence France Presse",International,"Despite the instituted no-fly-zone Libyan forces operate a Soviet Mil Mi-24 attack helicopter.",0,1517243930
370518,434,LBY366,366,2011-04-09,2011,1,"Battle-No change of territory","Unidentified Armed Group (Algeria)",,3,"Libyan Rebel Forces",,2,23,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"Agence France Presse",International,"Rebel forces capture 15 Algerian mercenaries fighting for Gaddafi during a battle.",0,1517243930
370519,434,LBY367,367,2011-04-09,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"The Statesman",International,"Kibyan forces make further gains toward the rebel held city of Ajdabiya. Five killed.",5,1517243930
370520,434,LBY363,363,2011-04-08,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"Heavy fighting breaks out in Misratah with four civilians killed, as loyalist forces sought to dislodge rebels, insurgent sources.",4,1517243930
370521,434,LBY362,362,2011-04-07,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"Agence France Presse",International,"Rebel fighter and civilians flee Ajdabiya when Gaddafi forces make gains.",0,1517243930
370522,434,LBY359,359,2011-04-06,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Kufrah","Al Wahat",,Sarir,27.6,22.5667,1,"Agence France Presse",International,"Gaddafi forces publically blames NATO for bombing an oil field, though NATO denies this. Three security guards reported killed.",3,1517243930
370523,434,LBY360,360,2011-04-06,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Al Jazeera English",International,"Rebel forces gain ground in Brega, casualties not reported.",0,1517243930
370524,434,LBY361,361,2011-04-06,2011,1,"Remote violence","Protesters (Libya)",,6,"Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,68,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Al Arabiya",Regional,"Five anti-Gaddafi protesters are mistakenly killed in a NATO airstrike.",5,1517243930
